prompt	generated_text	model_name	temperature	num_beams	text	index_paraphrase	altered_text	sentence_number
When I was a little kid	When I was a little kid I loved science. I had a great uncle who would often teach me how to do science experiments in his little apartment, and one of the experiments I liked was when he would use a beaker and have me pour a small portion of vinegar into it and let it stay there, while pouring several drops of salt down it. Once there was enough vinegar in there to reach the top, he’d then drop the salt in. What the vinegar does as it absorbs the	falcon-1b	2.446833424176061	4	When I was a little kid I loved science.I had a great uncle who would often teach me how to do science experiments in his little apartment and one of the experiments I liked was when he would use a beaker and have me pour a small portion of vinegar into it and let it stay there while pouring several drops of salt down it.Once there was enough vinegar in there to reach the top hed then drop the salt in	2	When I was a little kid I loved science.I had a great uncle who would often teach me how to do science experiments in his little apartment and one of the experiments I liked was when he would use a beaker and have me pour a small portion of vinegar into it and let it stay there while pouring several drops of salt down it.Once there was enough vinegar in there to reach the top hed then drop the salt in. When enough vinegar is enough to get the top of the head, then don't have salt.	3
When I was a little kid	"When I was a little kid my brother would sit on my shoulder and pretend to have a gun. We called it the gun of truth. The first time I saw him do that I said, ""That's weird, that's a bad idea."" He continued to do it and then I went up to him and punched him in the stomach. It was the weirdest thing ever. I didn't understand what was weird about it. After that it became normal to me and I started imagining a world where"	falcon-1b	2.4307841677986346	5	When I was a little kid my brother would sit on my shoulder and pretend to have a gun.We called it the gun of truth.The first time I saw him do that I said Thats weird thats a bad idea.He continued to do it and then I went up to him and punched him in the stomach.It was the weirdest thing ever.I didnt understand what was weird about it	1	When I was a little kid my brother would sit on my shoulder and pretend to have a gun.We called it the gun of truth. It's what we call the truth..The first time I saw him do that I said Thats weird thats a bad idea.He continued to do it and then I went up to him and punched him in the stomach.It was the weirdest thing ever.I didnt understand what was weird about it	6
When I was a little kid	When I was a little kid, I had a pet snake. It was my first pet, and I loved it very much. One day, my mother asked me if I wanted to go to the park with her. When we got there, the snake slithered out of its hiding place and tried to bite me. I screamed and ran away. My mother was very angry with me, but she didn't say anything. The next day I saw the same snake again. This time, it was not	falcon-1b	0.9981465770139444	3	When I was a little kid I had a pet snake.It was my first pet and I loved it very much.One day my mother asked me if I wanted to go to the park with her.When we got there the snake slithered out of its hiding place and tried to bite me.I screamed and ran away.My mother was very angry with me but she didnt say anything.The next day I saw the same snake again	5	When I was a little kid I had a pet snake.It was my first pet and I loved it very much.One day my mother asked me if I wanted to go to the park with her.When we got there the snake slithered out of its hiding place and tried to bite me.I screamed and ran away.My mother was very angry with me but she didnt say anything. My mother was wrathy, but not with her..The next day I saw the same snake again	7
When I was a little kid	When I was a little kid, I used to play a game where I would pretend to be a person from the past. I’d dress up in old clothes, and act as if I were someone who lived in the 1800s. It was fun to imagine that I could be one of those people, but it was also interesting to see how much things have changed in such a short amount of time. For example, when I dressed up as a Native American, it made me think about how	falcon-1b	0.9647427612840832	5	When I was a little kid I used to play a game where I would pretend to be a person from the past.Id dress up in old clothes and act as if I were someone who lived in the 1800s.It was fun to imagine that I could be one of those people but it was also interesting to see how much things have changed in such a short amount of time	2	When I was a little kid I used to play a game where I would pretend to be a person from the past.Id dress up in old clothes and act as if I were someone who lived in the 1800s.It was fun to imagine that I could be one of those people but it was also interesting to see how much things have changed in such a short amount of time. I thought I was one of them, but I thought I'd find interesting. The only thing I knew was about the time frame.	3
When I was a little kid	"When I was a little kid people told me that Santa Claus gave you coal if they got the wrong presents that year, but if it was because the child did not receive the right gift the year before then it gave the gift as a surprise present just before the Christmas. If they do the ""Surprise! Gift"" it is an awesome gift; it might not match the recipient's list but they would not have known that and that you went over to your friend's house to check the status in case"	falcon-1b	3.391245178397552	4	When I was a little kid people told me that Santa Claus gave you coal if they got the wrong presents that year but if it was because the child did not receive the right gift the year before then it gave the gift as a surprise present just before the Christmas.If they do the Surprise	1	When I was a little kid people told me that Santa Claus gave you coal if they got the wrong presents that year but if it was because the child did not receive the right gift the year before then it gave the gift as a surprise present just before the Christmas.If they do the Surprise. When he's surprised	2
I had a terrifying dream last night in which	"I had a terrifying dream last night in which this monster came after me as an invisible, pulsating cloud, shooting acid rain. After running away my dog ran across the fields of grass and suddenly stopped. We went home and it looked normal. I could barely even remember the whole dream except it seems that what really bothered my brain most was this line of a line written out. The first word has ""the"" and my name, spelled out in capitals and then ""o"". The dream lasted about 30 minutes then I"	falcon-1b	4.087768614842701	4	I had a terrifying dream last night in which this monster came after me as an invisible pulsating cloud shooting acid rain.After running away my dog ran across the fields of grass and suddenly stopped.We went home and it looked normal.I could barely even remember the whole dream except it seems that what really bothered my brain most was this line of a line written out.The first word has the and my name spelled out in capitals and then o	3	I had a terrifying dream last night in which this monster came after me as an invisible pulsating cloud shooting acid rain.After running away my dog ran across the fields of grass and suddenly stopped.We went home and it looked normal.I could barely even remember the whole dream except it seems that what really bothered my brain most was this line of a line written out. I can't really remember my dreams, but I'm afraid I'm the only one who writes a sentence..The first word has the and my name spelled out in capitals and then o	5
I had a terrifying dream last night in which	I had a terrifying dream last night in which I could hear noises in the background that sounded like the wind and was getting worse. My roommate, a few rooms over from me, then went to his room as we were being attacked by the noises. Suddenly I opened my eyes and saw he was missing and I couldn't hear my roommate coming back from his. There was an axe lying near his bed so it looks like we got stuck together for hours, but then the nightmare turned around and a man named Frank took me	falcon-1b	2.9586654274618227	3	I had a terrifying dream last night in which I could hear noises in the background that sounded like the wind and was getting worse.My roommate a few rooms over from me then went to his room as we were being attacked by the noises.Suddenly I opened my eyes and saw he was missing and I couldnt hear my roommate coming back from his	1	I had a terrifying dream last night in which I could hear noises in the background that sounded like the wind and was getting worse.My roommate a few rooms over from me then went to his room as we were being attacked by the noises. My partner in one room, then walked into the room in the hearings..Suddenly I opened my eyes and saw he was missing and I couldnt hear my roommate coming back from his	3
I had a terrifying dream last night in which	I had a terrifying dream last night in which a young male child was beaten by two unknown males. In the beginning the boy was covered in blood but the man that beat him took the time and gave him attention. However soon the father figure was nowhere to be found. I asked myself what is their purpose or message, as their role did not have that big importance in our dreams, but instead my dreams started to feel creepy like a thriller. What I felt like doing the most was calling the local law, they should	falcon-1b	3.6640750161623057	3	I had a terrifying dream last night in which a young male child was beaten by two unknown males.In the beginning the boy was covered in blood but the man that beat him took the time and gave him attention.However soon the father figure was nowhere to be found.I asked myself what is their purpose or message as their role did not have that big importance in our dreams but instead my dreams started to feel creepy like a thriller	2	I had a terrifying dream last night in which a young male child was beaten by two unknown males.In the beginning the boy was covered in blood but the man that beat him took the time and gave him attention.However soon the father figure was nowhere to be found. But the father's figure was never found..I asked myself what is their purpose or message as their role did not have that big importance in our dreams but instead my dreams started to feel creepy like a thriller	4
I had a terrifying dream last night in which	I had a terrifying dream last night in which I was trapped in a room with a group of people who were planning to kill me. I tried to escape, but they were all too quick for me and I could not get out. In the dream, I saw that the room was too small for all of them to fit in, so I went to the bathroom and locked the door behind me, hoping that they would not notice. When I woke up, however, the toilet door was unlocked and there were several people	falcon-1b	1.0025119481575615	3	I had a terrifying dream last night in which I was trapped in a room with a group of people who were planning to kill me.I tried to escape but they were all too quick for me and I could not get out.In the dream I saw that the room was too small for all of them to fit in so I went to the bathroom and locked the door behind me hoping that they would not notice	1	I had a terrifying dream last night in which I was trapped in a room with a group of people who were planning to kill me.I tried to escape but they were all too quick for me and I could not get out. I was trying to escape, but it was too quick..In the dream I saw that the room was too small for all of them to fit in so I went to the bathroom and locked the door behind me hoping that they would not notice	3
I had a terrifying dream last night in which	I had a terrifying dream last night in which I was trapped in a dark room with a man who was trying to kill me. I tried to fight him off, but he was too strong. When I woke up, I felt like I had been punched in the face. What does this mean? Is this a sign that I should be more cautious about my surroundings? Or should I just be glad that it was just a dream? Thank you for your help.<|endoftext|>The dream was very scary, and I'm still	falcon-1b	0.9588756840628008	4	I had a terrifying dream last night in which I was trapped in a dark room with a man who was trying to kill me.I tried to fight him off but he was too strong.When I woke up I felt like I had been punched in the face.What does this mean.Is this a sign that I should be more cautious about my surroundings.Or should I just be glad that it was just a dream	4	I had a terrifying dream last night in which I was trapped in a dark room with a man who was trying to kill me.I tried to fight him off but he was too strong.When I woke up I felt like I had been punched in the face.What does this mean.Is this a sign that I should be more cautious about my surroundings. Is that a sign I'd have to be more careful about the environment?.Or should I just be glad that it was just a dream	6
I had a terrifying dream last night in which	I had a terrifying dream last night in which I was being chased by a man with a gun. I tried to run away, but he kept following me. Eventually, I woke up and realized it was a dream. However, the dream was so real that I felt like I had been chased and shot by the man in the real world. It was the scariest dream I have ever had. Do you think I should talk to a therapist about it? Or should I just forget about the incident and move on	falcon-1b	1.0239063831065298	5	I had a terrifying dream last night in which I was being chased by a man with a gun.I tried to run away but he kept following me.Eventually I woke up and realized it was a dream.However the dream was so real that I felt like I had been chased and shot by the man in the real world.It was the scariest dream I have ever had.Do you think I should talk to a therapist about it	5	I had a terrifying dream last night in which I was being chased by a man with a gun.I tried to run away but he kept following me.Eventually I woke up and realized it was a dream.However the dream was so real that I felt like I had been chased and shot by the man in the real world.It was the scariest dream I have ever had.Do you think I should talk to a therapist about it. I should talk to the therapy.	6
I had a terrifying dream last night in which	I had a terrifying dream last night in which I was being chased by a group of people who wanted to kill me. I woke up and immediately went to the bathroom to vomit. When I got out, I realized that I had been dreaming. The dream was so vivid and realistic that it was hard for me to believe that my mind was playing tricks on me, and I began to panic. After a few minutes, the panic subsided and the dream started to fade. As it did, it became more and more	falcon-1b	0.9879529603821524	4	I had a terrifying dream last night in which I was being chased by a group of people who wanted to kill me.I woke up and immediately went to the bathroom to vomit.When I got out I realized that I had been dreaming.The dream was so vivid and realistic that it was hard for me to believe that my mind was playing tricks on me and I began to panic.After a few minutes the panic subsided and the dream started to fade	1	I had a terrifying dream last night in which I was being chased by a group of people who wanted to kill me.I woke up and immediately went to the bathroom to vomit. I wake up in the bathroom and I immediately got out of the toilet..When I got out I realized that I had been dreaming.The dream was so vivid and realistic that it was hard for me to believe that my mind was playing tricks on me and I began to panic.After a few minutes the panic subsided and the dream started to fade	5
I had a terrifying dream last night in which	I had a terrifying dream last night in which I was being chased by a pack of wolves. I had no idea what was going on, and I didn't have any weapons with me. The wolves were getting closer and closer, until they were right on top of me, but I couldn't do anything to stop them. What should I do? I don't want to die, I just want them to leave me alone. Please help me out of this nightmare. Thank you. <|endoftext|>I hope you can help	falcon-1b	1.0311128141955623	3	I had a terrifying dream last night in which I was being chased by a pack of wolves.I had no idea what was going on and I didnt have any weapons with me.The wolves were getting closer and closer until they were right on top of me but I couldnt do anything to stop them.What should I do.I dont want to die I just want them to leave me alone.Please help me out of this nightmare.Thank you	5	I had a terrifying dream last night in which I was being chased by a pack of wolves.I had no idea what was going on and I didnt have any weapons with me.The wolves were getting closer and closer until they were right on top of me but I couldnt do anything to stop them.What should I do.I dont want to die I just want them to leave me alone.Please help me out of this nightmare. Help me to get this nightmare off my mind..Thank you	7
I had a terrifying dream last night in which	I had a terrifying dream last night in which someone was calling my name at 4AM. I ran down the hallway, but could hear nothing, before the room filled with a buzzing of sounds, which slowly faded until I found myself on some sort of bus. Then my head suddenly felt really heavy; the bus stopped. What I had heard and the noises of my surroundings became increasingly hazy, making it even more difficult to remember exactly what had transpired while awake and what was happening in my dream. Once I regained consciousness	falcon-1b	3.075630269827067	5	I had a terrifying dream last night in which someone was calling my name at 4AM.I ran down the hallway but could hear nothing before the room filled with a buzzing of sounds which slowly faded until I found myself on some sort of bus.Then my head suddenly felt really heavy the bus stopped.What I had heard and the noises of my surroundings became increasingly hazy making it even more difficult to remember exactly what had transpired while awake and what was happening in my dream	3	I had a terrifying dream last night in which someone was calling my name at 4AM.I ran down the hallway but could hear nothing before the room filled with a buzzing of sounds which slowly faded until I found myself on some sort of bus.Then my head suddenly felt really heavy the bus stopped.What I had heard and the noises of my surroundings became increasingly hazy making it even more difficult to remember exactly what had transpired while awake and what was happening in my dream. What I heard and the sounds of the world became more and more dangerous, obliterating, memory-loss and what happened to my dream.	4
I had a terrifying dream last night in which	I had a terrifying dream last night in which I was attacked by a wolf in the woods. I didn’t have any weapons with me, so I had to run for my life. When I woke up, I could not stop thinking about the dream, and I kept going back to it for the rest of the night until I fell asleep again. It was the most realistic wolf attack I've ever had. Did it really happen? Or was it just a dream? And if it was real, did it	falcon-1b	1.617415577845998	5	I had a terrifying dream last night in which I was attacked by a wolf in the woods.I didnt have any weapons with me so I had to run for my life.When I woke up I could not stop thinking about the dream and I kept going back to it for the rest of the night until I fell asleep again.It was the most realistic wolf attack Ive ever had.Did it really happen.Or was it just a dream	5	I had a terrifying dream last night in which I was attacked by a wolf in the woods.I didnt have any weapons with me so I had to run for my life.When I woke up I could not stop thinking about the dream and I kept going back to it for the rest of the night until I fell asleep again.It was the most realistic wolf attack Ive ever had.Did it really happen.Or was it just a dream. Or was it a dream?	6
I worry a lot about	I worry a lot about what other people think of me. I worry about how they will react to me, what they think about me and how I will be perceived by them. A lot of the time, I feel like I don’t know what to do or how to act. It is really hard for me to be myself and not care what others think. Sometimes, it makes me feel really down and sad. When I am sad, my mind goes into a dark place and I	falcon-1b	0.9614262949360196	3	I worry a lot about what other people think of me.I worry about how they will react to me what they think about me and how I will be perceived by them.A lot of the time I feel like I dont know what to do or how to act.It is really hard for me to be myself and not care what others think.Sometimes it makes me feel really down and sad	4	I worry a lot about what other people think of me.I worry about how they will react to me what they think about me and how I will be perceived by them.A lot of the time I feel like I dont know what to do or how to act.It is really hard for me to be myself and not care what others think.Sometimes it makes me feel really down and sad. I'm feeling terribly sad and sad sometimes.	5
I worry a lot about	I worry a lot about the future of humanity. What will it be like in 100 years? What kind of world will we live in? How will the world change in the next century? I think about these things because I want to be prepared for the changes that are coming. I don’t want my children to grow up in a world that is unrecognizable to me. So I do my best to prepare them for what is to come. But I still worry. It is hard to	falcon-1b	0.963272386502962	4	I worry a lot about the future of humanity.What will it be like in 100 years.What kind of world will we live in.How will the world change in the next century.I think about these things because I want to be prepared for the changes that are coming.I dont want my children to grow up in a world that is unrecognizable to me.So I do my best to prepare them for what is to come.But I still worry	2	I worry a lot about the future of humanity.What will it be like in 100 years.What kind of world will we live in. What world are we going to be living in?.How will the world change in the next century.I think about these things because I want to be prepared for the changes that are coming.I dont want my children to grow up in a world that is unrecognizable to me.So I do my best to prepare them for what is to come.But I still worry	8
I worry a lot about	I worry a lot about the future. I worry about what will happen to my children and grandchildren. Will they be able to afford to go to college? Will there be enough food to feed them? What will the world be like in 100 years? I don’t know the answers to these questions, but I do know that I need to start thinking about them now, before it is too late. If I wait until I am older, I will be too old to do anything about it	falcon-1b	0.989269966701257	5	I worry a lot about the future.I worry about what will happen to my children and grandchildren.Will they be able to afford to go to college.Will there be enough food to feed them.What will the world be like in 100 years.I dont know the answers to these questions but I do know that I need to start thinking about them now before it is too late	2	I worry a lot about the future.I worry about what will happen to my children and grandchildren.Will they be able to afford to go to college. Can they afford to go to school?.Will there be enough food to feed them.What will the world be like in 100 years.I dont know the answers to these questions but I do know that I need to start thinking about them now before it is too late	6
I worry a lot about	I worry a lot about my safety. But, I also think about the people I am close to that I can’t imagine them getting hurt in an unexpected situation. Is this a good way of living life? I worry too much, and I often question if I should have a panic button for my iPhone. What do I need it for? Do people have them installed in their car? If they do, does the system in my car have any redundancies? Is it hard to find	falcon-1b	2.642811224926767	4	I worry a lot about my safety.But I also think about the people I am close to that I cant imagine them getting hurt in an unexpected situation.Is this a good way of living life.I worry too much and I often question if I should have a panic button for my iPhone.What do I need it for.Do people have them installed in their car.If they do does the system in my car have any redundancies	4	I worry a lot about my safety.But I also think about the people I am close to that I cant imagine them getting hurt in an unexpected situation.Is this a good way of living life.I worry too much and I often question if I should have a panic button for my iPhone.What do I need it for. What I need..Do people have them installed in their car.If they do does the system in my car have any redundancies	7
I worry a lot about	I worry a lot about what people think of me. A lot. I’m not sure if it is because I am shy, or if I just worry too much about how others perceive me, but either way, I worry about it a great deal. When I was younger I used to worry so much that I would never be able to get a job, and that my life would be a constant struggle. Now I have a stable job and a good life, so I no longer worry	falcon-1b	1.031054603392726	3	I worry a lot about what people think of me.A lot.Im not sure if it is because I am shy or if I just worry too much about how others perceive me but either way I worry about it a great deal.When I was younger I used to worry so much that I would never be able to get a job and that my life would be a constant struggle	2	I worry a lot about what people think of me.A lot.Im not sure if it is because I am shy or if I just worry too much about how others perceive me but either way I worry about it a great deal. I don't know if I'm shy about it, or if I'm afraid about what other people are thinking of me, but I'm afraid I'm afraid I'm afraid it.When I was younger I used to worry so much that I would never be able to get a job and that my life would be a constant struggle	4
I worry a lot about	I worry a lot about how I should be living my life, and how to make the most of it. I worry about my future and the future of the world. What will happen to me in the next few years? What are the chances that I might die tomorrow? Will I be able to do everything I want to in this life? I think about these things a whole lot, probably too much, but I’m not sure if that is bad or good. In any case,	falcon-1b	1.3303590250583053	3	I worry a lot about how I should be living my life and how to make the most of it.I worry about my future and the future of the world.What will happen to me in the next few years.What are the chances that I might die tomorrow.Will I be able to do everything I want to in this life.I think about these things a whole lot probably too much but Im not sure if that is bad or good	4	I worry a lot about how I should be living my life and how to make the most of it.I worry about my future and the future of the world.What will happen to me in the next few years.What are the chances that I might die tomorrow.Will I be able to do everything I want to in this life. I'll do what I want in life..I think about these things a whole lot probably too much but Im not sure if that is bad or good	6
I worry a lot about	I worry a lot about things I don’t understand. If I had to guess, my brain is probably wired for this. For instance, when I was a kid and I wanted to be a super hero, I would ask my parents for an action figure of me as Captain America. They would laugh at me and say, “No, that would never work. You would have to change a few things.” I didn‘t believe them, so I did it anyway	falcon-1b	1.5204345263779024	3	I worry a lot about things I dont understand.If I had to guess my brain is probably wired for this.For instance when I was a kid and I wanted to be a super hero I would ask my parents for an action figure of me as Captain America.They would laugh at me and say No that would never work	2	I worry a lot about things I dont understand.If I had to guess my brain is probably wired for this.For instance when I was a kid and I wanted to be a super hero I would ask my parents for an action figure of me as Captain America. As a young man, I wanted to be a hero of mine, and I wanted to be a hero of mine..They would laugh at me and say No that would never work	4
I worry a lot about	I worry a lot about what to wear to work each morning. I have an 8-hour shift. My coworkers often come to see me with their own outfits. They will bring their laptops and ask me if I would mind going around with them and taking a look at the outfits in different colors. But I'm really picky about my outfits and would prefer to make my own way to the office by myself. What do you think the best way is to approach someone about wearing an outfit they bring	falcon-1b	2.7481040399504417	5	I worry a lot about what to wear to work each morning.I have an 8hour shift.My coworkers often come to see me with their own outfits.They will bring their laptops and ask me if I would mind going around with them and taking a look at the outfits in different colors.But Im really picky about my outfits and would prefer to make my own way to the office by myself	4	I worry a lot about what to wear to work each morning.I have an 8hour shift.My coworkers often come to see me with their own outfits.They will bring their laptops and ask me if I would mind going around with them and taking a look at the outfits in different colors.But Im really picky about my outfits and would prefer to make my own way to the office by myself. But I'm really picky about my uniform and I'd prefer to go to my office.	5
I worry a lot about	I worry a lot about the future of the world. I’m not a pessimist, but I do think the human race is going to have to learn to live in harmony with each other and the rest of nature. And I worry about what that will look like, and how it will be achieved. There are so many problems to solve, so little time. It seems to me that we need to get to the point where we can all live together in peace and harmony, without the	falcon-1b	1.0218237666059398	3	I worry a lot about the future of the world.Im not a pessimist but I do think the human race is going to have to learn to live in harmony with each other and the rest of nature.And I worry about what that will look like and how it will be achieved.There are so many problems to solve so little time	2	I worry a lot about the future of the world.Im not a pessimist but I do think the human race is going to have to learn to live in harmony with each other and the rest of nature.And I worry about what that will look like and how it will be achieved. I'm worried about what this is going to happen, what it's going to do..There are so many problems to solve so little time	4
I worry a lot about	I worry a lot about the future of humanity. I worry about what will happen to the human race in the next 100 years. What will the world be like in 2040? Will there still be people on earth? What are the chances that we will survive to see the end of the 21st century? I am not a religious person, but I do believe that the universe has a purpose and that there is a God who created us and the planet we live on. That being said, I	falcon-1b	0.9789282462268548	4	I worry a lot about the future of humanity.I worry about what will happen to the human race in the next 100 years.What will the world be like in 2040.Will there still be people on earth.What are the chances that we will survive to see the end of the 21st century.I am not a religious person but I do believe that the universe has a purpose and that there is a God who created us and the planet we live on	4	I worry a lot about the future of humanity.I worry about what will happen to the human race in the next 100 years.What will the world be like in 2040.Will there still be people on earth.What are the chances that we will survive to see the end of the 21st century. How are we supposed to survive through the 21st Century?.I am not a religious person but I do believe that the universe has a purpose and that there is a God who created us and the planet we live on	6
